Unnamed: 0,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural,full_address,DPA_POST_TOWN,DPA_STATUS,DPA_MATCH_DESCRIPTION,DPA_THOROUGHFARE_NAME,DPA_Y_COORDINATE,DPA_UPRN,DPA_RPC,DPA_POSTCODE,DPA_ADDRESS,DPA_DEPENDENT_LOCALITY,DPA_X_COORDINATE,DPA_ORGANISATION_NAME,DPA_MATCH,DPA_BUILDING_NAME,DPA_lat,DPA_lng,LPI_STATUS,LPI_ADMINISTRATIVE_AREA,LPI_MATCH,LPI_SAO_START_NUMBER,LPI_USRN,LPI_Y_COORDINATE,LPI_UPRN,LPI_RPC,LPI_POSTCODE_LOCATOR,LPI_TOWN_NAME,LPI_LPI_KEY,LPI_X_COORDINATE,LPI_ADDRESS,LPI_STREET_DESCRIPTION,LPI_PAO_TEXT,LPI_MATCH_DESCRIPTION,LPI_lat,LPI_lng,DPA_BUILDING_NUMBER,LPI_PAO_START_NUMBER,LPI_LOCALITY_NAME,LPI_SAO_TEXT,LPI_ORGANISATION
127877,Platforms 3 And 4 London Bridg,,Railway Approach,,Upper crust,Restaurant/Cafe/Canteen,1,5,,362774,10,,51.503249,1137,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.084579,SE1 9SP,39947,fhrs_3_en-GB,3,,FHRS,10,"Upper crust, Platforms 3 And 4 London Bridg, Railway Approach, SE1 9SP",LONDON,APPROVED,GOOD,RAILWAY APPROACH,180152,10091836750,1,SE1 9SP,"THE UPPER CRUST, UNIT 3-5, LONDON BRIDGE STATION, RAILWAY APPROACH, LONDON, SE1 9SP",,532937,THE UPPER CRUST,0.8,LONDON BRIDGE STATION,-0.086005597,51.50467422,APPROVED,SOUTHWARK,0.7,,22502040,180152,10000812722,1,SE1 9SP,LONDON,5840L000020099,532937,"COMPASS GROUP PLC RATES SELECT SERVICE PARTNER, KIOSKS ON PLATFORMS 3 AND 4, LONDON BRIDGE RAILWAY STATION, RAILWAY APPROACH, LONDON, SOUTHWARK, SE1 9SP",RAILWAY APPROACH,LONDON BRIDGE RAILWAY STATION,PARTIAL,-0.086005597,51.50467422,,,,KIOSKS ON PLATFORMS 3 AND 4,COMPASS GROUP PLC RATES SELECT SERVICE PARTNER
168530,298 Park Lane,Macclesfield,Cheshire,,Highfield House Nursing Home,Hospitals/Childcare/Caring Premises,5,0,,641737,0,,53.253052,D07H01298P/1,703,commercialservices@cheshireeast.gov.uk,Cheshire East,http://www.cheshireeast.gov.uk/,-2.134929,SK11 8AE,41681,fhrs_5_en-GB,5,,FHRS,0,"Highfield House Nursing Home, 298 Park Lane, Macclesfield, Cheshire, SK11 8AE",MACCLESFIELD,APPROVED,GOOD,PARK LANE,372847,10007951789,1,SK11 8AE,"HIGHFIELD HOUSE NURSING HOME, 298, PARK LANE, MACCLESFIELD, SK11 8AE",,391040,HIGHFIELD HOUSE NURSING HOME,0.8,,-2.135751397,53.25255684,APPROVED,CHESHIRE EAST,0.8,,24101777,372847,10007951789,1,SK11 8AE,MACCLESFIELD,0630L000023916,391040,"HIGHFIELD HOUSE NURSING HOME, 298, PARK LANE, MACCLESFIELD, CHESHIRE EAST, SK11 8AE",PARK LANE,HIGHFIELD HOUSE NURSING HOME,GOOD,-2.135751397,53.25255684,298,298,,,
63223,,Ropewalk,Lincoln,,Enterprise @ Lincoln,Restaurant/Cafe/Canteen,1,5,,330367,5,,53.22638,42980,221,ehcnet@lincoln.gov.uk,Lincoln City,http://www.lincoln.gov.uk,-0.54556,LN6 7DQ,41744,fhrs_5_en-GB,5,,FHRS,0,"Enterprise @ Lincoln, Ropewalk, Lincoln, LN6 7DQ",LINCOLN,APPROVED,GOOD,ROPE WALK,370909,235054862,2,LN6 7DQ,"SPARKHOUSE STUDIOS, ROPE WALK, LINCOLN, LN6 7DQ",,497195,SPARKHOUSE STUDIOS,0.8,,-0.545545726,53.22634307,APPROVED,LINCOLNSHIRE,0.8,,23540778,370909,235054862,2,LN6 7DQ,LINCOLN,2515L000055831,497195,"UNIVERSITY OF LINCOLN, SPARKHOUSE, ROPE WALK, LINCOLN, LINCOLNSHIRE, LN6 7DQ",ROPE WALK,SPARKHOUSE,GOOD,-0.545545726,53.22634307,,,,,UNIVERSITY OF LINCOLN
370626,49a New Road,Hornsea,East Riding Of Yorkshire,,Swiss Cottage,Restaurant/Cafe/Canteen,1,5,,439765,5,,53.91327,41747,863,food.services@eastriding.gov.uk,East Riding of Yorkshire,http://www.eastriding.gov.uk,-0.162735,HU18 1PH,41725,fhrs_4_en-GB,4,,FHRS,10,"Swiss Cottage, 49a New Road, Hornsea, East Riding Of Yorkshire, HU18 1PH",HORNSEA,APPROVED,EXACT,NEW ROAD,447915,10024214193,1,HU18 1PH,"49A, NEW ROAD, HORNSEA, HU18 1PH",,520796,,1,49A,-0.162443232,53.91330993,APPROVED,EAST RIDING OF YORKSHIRE,1,,45902177,447915,10024214193,1,HU18 1PH,HORNSEA,2001L000194148,520796,"SWISS COTTAGE, 49A, NEW ROAD, HORNSEA, EAST RIDING OF YORKSHIRE, HU18 1PH",NEW ROAD,SWISS COTTAGE,EXACT,-0.162443232,53.91330993,,49,,,
300687,,117 Parkstone Road,Poole,,Subway,Restaurant/Cafe/Canteen,1,0,,568136,5,,50.723118,8604,873,,Poole,http://www.boroughofpoole.com/,-1.963196,BH15 2PB,41152,fhrs_5_en-GB,5,,FHRS,0,"Subway, 117 Parkstone Road, Poole, BH15 2PB",POOLE,APPROVED,EXACT,PARKSTONE ROAD,91492,100041056415,1,BH15 2PB,"SUBWAY, 117, PARKSTONE ROAD, POOLE, BH15 2PB",,402673,SUBWAY,1,,-1.963497176,50.72304589,APPROVED,POOLE,1,,30300171,91492,1.00041E+11,1,BH15 2PB,POOLE,1255L000048776,402673,"117, PARKSTONE ROAD, POOLE, BH15 2PB",PARKSTONE ROAD,,EXACT,-1.963497176,50.72304589,117,117,,,
389892,Station Buildings,Egton Bridge Station,Egton Bridge,Whitby,Egton Playgroup,Hospitals/Childcare/Caring Premises,5,0,,34251,0,,54.437598,10/00102/COMM,255,fos@scarborough.gov.uk,Scarborough,http://www.scarborough.gov.uk/foodhygienerating,-0.761555,YO21 1UX,41355,fhrs_5_en-GB,5,,FHRS,0,"Egton Playgroup, Station Buildings, Egton Bridge Station, Egton Bridge, Whitby, YO21 1UX",WHITBY,APPROVED,GOOD,,505209,10090175914,1,YO21 1UY,"EGTON ESTATE, EGTON BRIDGE, WHITBY, YO21 1UY",EGTON BRIDGE,480506,EGTON ESTATE,0.8,,-0.760339881,54.43593144,APPROVED,NORTH YORKSHIRE,0.9,,33703717,505361,10023876894,2,YO21 1UX,WHITBY,2730L000109686,480412,"EGTON BRIDGE STATION, BROOM HOUSE LANE TO EGTON CLIFF, EGTON BRIDGE, WHITBY, NORTH YORKSHIRE, YO21 1UX",BROOM HOUSE LANE TO EGTON CLIFF,EGTON BRIDGE STATION,GOOD,-0.761747527,54.437312,,,EGTON BRIDGE,,
119895,3 Park House,Hither Green Lane,Hither Green,London,The Park Nursery,Hospitals/Childcare/Caring Premises,5,5,,255576,0,,51.449743,PI/000171913,523,david.edwards@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,-0.005345,SE13 6RN,41555,fhrs_5_en-GB,5,,FHRS,0,"The Park Nursery, 3 Park House, Hither Green Lane, Hither Green, London, SE13 6RN",LONDON,APPROVED,GOOD,EDWIN HALL PLACE,174195,10090785292,1,SE13 6RN,"3, EDWIN HALL PLACE, LONDON, SE13 6RN",,538698,,0.8,,-0.005389547,51.44976119,APPROVED,LEWISHAM,0.8,3,22001560,174205,10023226597,1,SE13 6RN,LONDON,5690L000147381,538668,"3, PARK HOUSE, HITHER GREEN LANE, HITHER GREEN, LONDON, LEWISHAM, SE13 6RN",HITHER GREEN LANE,PARK HOUSE,GOOD,-0.00581708,51.44985839,3,,HITHER GREEN,,
301773,,Pollard Road,Bridgwater,,Jade Garden,Takeaway/sandwich shop,7844,5,,119030,5,,51.133788,4831,282,environmental.services@sedgemoor.gov.uk,Sedgemoor,http://www.sedgemoor.gov.uk,-2.977695,TA6 4YA,41339,fhrs_5_en-GB,5,,FHRS,0,"Jade Garden, Pollard Road, Bridgwater, TA6 4YA",BRIDGWATER,HISTORICAL,EXACT,POLLARD ROAD,137598,10009327060,1,TA6 4YA,"JADE GARDEN, POLLARD ROAD, BRIDGWATER, TA6 4YA",,331754,JADE GARDEN,1,,-2.976750021,51.13357173,APPROVED,SOMERSET,0.9,,34001755,137598,2E+11,2,TA6 4YA,BRIDGWATER,3310L000011835,331779,"BOWER MANOR SHOPS, POLLARD ROAD, BRIDGWATER, SOMERSET, TA6 4YA",POLLARD ROAD,BOWER MANOR SHOPS,GOOD,-2.976392776,51.13357471,,,,,
262885,60 Station Road,Westgate On Sea,Kent,,Westgate Fish 'N' Chips,Takeaway/sandwich shop,7844,0,,637677,10,,51.381612,PI/000040453,190,environmental.health@thanet.gov.uk,Thanet,http://www.thanet.gov.uk,1.337901,CT8 8QY,41681,fhrs_4_en-GB,4,,FHRS,10,"Westgate Fish 'N' Chips, 60 Station Road, Westgate On Sea, Kent, CT8 8QY",FOLKESTONE,APPROVED,GOOD,STATION ROAD,140849,50020621,1,CT18 8HP,"60, STATION ROAD, LYMINGE, FOLKESTONE, CT18 8HP",LYMINGE,616323,,0.9,,1.090090729,51.12605649,APPROVED,KENT,0.9,,34501090,140849,50020621,1,CT18 8HP,LYMINGE,2250L000077086,616323,"60, STATION ROAD, LYMINGE, KENT, CT18 8HP",STATION ROAD,,GOOD,1.090090729,51.12605649,60,60,,,
240619,The Links College Cuckfield Road Burgess Hill West Sussex,,,,Cygnet Catering - The Links College,School/college/university,7845,0,,509138,5,,50.971833,13/00031/FOOD,328,foodsafety@midsussex.gov.uk,Mid Sussex,http://www.midsussex.gov.uk/,-0.143857,RH15 8RE,41317,fhrs_2_en-GB,2,,FHRS,15,"Cygnet Catering - The Links College, The Links College Cuckfield Road Burgess Hill West Sussex, RH15 8RE",,,,,,,,,,,,,,,,,APPROVED,WEST SUSSEX,0.7,,25600148,120882,10070646050,1,RH15 8RE,BURGESS HILL,3830L000101388,530498,"THE LINKS COLLEGE, CUCKFIELD ROAD, BURGESS HILL, WEST SUSSEX, RH15 8RE",CUCKFIELD ROAD,THE LINKS COLLEGE,PARTIAL,-0.142704748,50.97257763,,,,,
150162,Village Square,Cramlington,Northumberland,,Blagdon Arms,Pub/bar/nightclub,7843,5,,289052,5,,55.086638,8659,707,envhealthsoutheast@northumberland.gov.uk,Northumberland,http://www.northumberland.gov.uk,-1.583757,NE23 1DN,41772,fhrs_5_en-GB,5,,FHRS,5,"Blagdon Arms, Village Square, Cramlington, Northumberland, NE23 1DN",CRAMLINGTON,APPROVED,GOOD,,576986,10014488494,1,NE23 1DN,"BLAGDON ARMS, VILLAGE SQUARE, CRAMLINGTON, NE23 1DN",,426646,BLAGDON ARMS,0.9,VILLAGE SQUARE,-1.584099783,55.08660362,APPROVED,NORTHUMBERLAND,0.9,,3202994,576986,10014488525,1,NE23 1DN,CRAMLINGTON,2935L000001187,426649,"RESIDENTIAL FLAT, THE BLAGDON ARMS, VILLAGE SQUARE, CRAMLINGTON, NORTHUMBERLAND, NE23 1DN",VILLAGE SQUARE,THE BLAGDON ARMS,GOOD,-1.584052786,55.08660346,,,,RESIDENTIAL FLAT,
230213,254 White Hart Lane,Fareham,,,Ocean Plaice,Other catering premises,7841,10,,693745,5,,50.843754,100062408710,134,regulatory@fareham.gov.uk,Fareham,http://www.fareham.gov.uk,-1.138193,PO16 9AR,41806,fhrs_4_en-GB,4,,FHRS,0,"Ocean Plaice, 254 White Hart Lane, Fareham, PO16 9AR",FAREHAM,APPROVED,EXACT,WHITE HART LANE,105256,100062408710,1,PO16 9AR,"254, WHITE HART LANE, FAREHAM, PO16 9AR",,460798,,1,,-1.137842913,50.84364256,APPROVED,HAMPSHIRE,1,,14407446,105256,1.00062E+11,1,PO16 9AR,FAREHAM,1720L000046888,460798,"254, WHITE HART LANE, FAREHAM, HAMPSHIRE, PO16 9AR",WHITE HART LANE,,EXACT,-1.137842913,50.84364256,254,254,,,
155680,,34 Wellington Square,,Stockton-On-Tees,Greggs of Gosforth,Retailers - other,4613,0,,250860,0,,54.565498,104508,862,environmental.health@stockton.gov.uk,Stockton On Tees,http://www.stockton.gov.uk,-1.314128,TS18 1RH,41550,fhrs_5_en-GB,5,,FHRS,0,"Greggs of Gosforth, 34 Wellington Square, Stockton-On-Tees, TS18 1RH",STOCKTON-ON-TEES,APPROVED,GOOD,WELLINGTON SQUARE,519174,20002028016,1,TS18 1RH,"GAME STORES GROUP LTD, 34, WELLINGTON SQUARE, STOCKTON-ON-TEES, TS18 1RH",,444436,GAME STORES GROUP LTD,0.8,,-1.314275532,54.56584901,APPROVED,STOCKTON-ON-TEES,0.7,,38205953,519174,20002028016,1,TS18 1RH,STOCKTON-ON-TEES,0738L000023174,444436,"GAME, 34, WELLINGTON SQUARE, STOCKTON-ON-TEES, TS18 1RH",WELLINGTON SQUARE,,PARTIAL,-1.314275532,54.56584901,34,34,,,GAME
347917,,421 King Street,Stoke-On-Trent,,Foley Oatcakes (Mobile),Mobile caterer,7846,20,,140967,5,,52.992867,77163,880,PublicProtection@stoke.gov.uk,Stoke-On-Trent,http://www.stoke.gov.uk,-2.141504,ST4 3EE,40871,fhrs_1_en-GB,1,,FHRS,5,"Foley Oatcakes (Mobile), 421 King Street, Stoke-On-Trent, ST4 3EE",STOKE-ON-TRENT,APPROVED,GOOD,KING STREET,343962,3455055863,1,ST4 3EE,"FOLEY OATCAKES & TAKE AWAY, 421, KING STREET, STOKE-ON-TRENT, ST4 3EE",,390567,FOLEY OATCAKES & TAKE AWAY,0.8,,-2.141980943,52.99290272,APPROVED,CITY OF STOKE-ON-TRENT,1,,8303564,343962,3455055863,1,ST4 3EE,STOKE-ON-TRENT,3455L000078119,390567,"421, KING STREET, STOKE-ON-TRENT, CITY OF STOKE-ON-TRENT, ST4 3EE",KING STREET,,EXACT,-2.141980943,52.99290272,421,421,,,
83276,278 Ealing Road,Wembley,,,Chillout,Takeaway/sandwich shop,7844,10,,533804,10,,51.541495,8766,504,ens.foodsafety@brent.gov.uk,Brent,http://www.brent.gov.uk/,-0.298133,HA0 4LL,40583,fhrs_3_en-GB,3,,FHRS,10,"Chillout, 278 Ealing Road, Wembley, HA0 4LL",WEMBLEY,APPROVED,GOOD,EALING ROAD,183908,202102210,2,HA0 4LL,"CHILL OUT, 278, EALING ROAD, WEMBLEY, HA0 4LL",,518123,CHILL OUT,0.8,,-0.298083517,51.54171857,APPROVED,BRENT,1,,20200486,183908,202102210,2,HA0 4LL,WEMBLEY,5150L000070438,518123,"Chillout, 278, EALING ROAD, WEMBLEY, BRENT, HA0 4LL",EALING ROAD,,EXACT,-0.298083517,51.54171857,278,278,,,Chillout
220135,"Nasons, 46-47 High Street, Canterbury,",,,,The Coffee Shop,Restaurant/Cafe/Canteen,1,0,,247898,5,,51.278843,INS/02/21303,180,food@canterbury.gov.uk,Canterbury City,http://www.canterbury.gov.uk,1.079833,CT1 2SB,41495,fhrs_5_en-GB,5,,FHRS,0,"The Coffee Shop, Nasons, 46-47 High Street, Canterbury,, CT1 2SB",CANTERBURY,APPROVED,GOOD,HIGH STREET,157539.11,100060884667,1,CT3 1AA,"46, HIGH STREET, WINGHAM, CANTERBURY, CT3 1AA",WINGHAM,624358.56,,0.9,,1.215160422,51.27280887,APPROVED,KENT,0.9,,5600712,158071,1.00061E+11,1,CT1 2AJ,CANTERBURY,2210L000015678,614954,"47, KING STREET, CANTERBURY, KENT, CT1 2AJ",KING STREET,,GOOD,1.080864113,51.28120703,46,47,,,
89216,"Unit 1, Kingswell",58-62      Heath Street,London,Greater London,Wagamama,Restaurant/Cafe/Canteen,1,0,,470819,5,,51.556985,70354,506,planningandpublicprotection@camden.gov.uk,Camden,http://www.camden.gov.uk,-0.178096,NW3 1EN,41037,fhrs_5_en-GB,5,,FHRS,5,"Wagamama, Unit 1, Kingswell, 58-62      Heath Street, London, Greater London, NW3 1EN",LONDON,APPROVED,GOOD,HEATH STREET,185820,10091822182,2,NW3 1EN,"PAILO MAROCHETTIE INTERIORS LTD, UNIT 1, KINGSWELL 58-62, HEATH STREET, LONDON, NW3 1EN",,526403,PAILO MAROCHETTIE INTERIORS LTD,0.9,KINGSWELL 58-62,-0.178064017,51.5571096,APPROVED,CAMDEN,0.8,,20499121,185820,5123938,2,NW3 1EN,LONDON,5210L000086737,526403,"SHOP AND PREMISES AT GROUND AND 1ST FLOOR UNIT 1, KINGSWELL, 58-62, HEATH STREET, LONDON, CAMDEN, NW3 1EN",HEATH STREET,KINGSWELL,GOOD,-0.178064017,51.5571096,,58,,SHOP AND PREMISES AT GROUND AND 1ST FLOOR UNIT 1,
409763,Church Street,,Enniskillen,Fermanagh,St Michael's Parish Centre (937),Other catering premises,7841,10,,710767,0,,54.346015,11022,816,envhealth@fermanagh.gov.uk,Fermanagh,http://www.fermanagh.gov.uk/ratings,-7.640852,BT74 7EJ,42024,fhrs_4_en-GB,4,,FHRS,5,"St Michael's Parish Centre (937), Church Street, Enniskillen, Fermanagh, BT74 7EJ",ENNISKILLEN,,GOOD,CHURCH STREET,0,,0,BT74 7EJ,"ST. MICHAELS PARISH CENTRE, 28, CHURCH STREET, ENNISKILLEN, BT74 7EJ",,0,ST. MICHAELS PARISH CENTRE,0.9,,-7.557159842,49.76680723,,,,,,,,,,,,,,,,,,,28,,,,
169330,Altrincham Road,Wilmslow,Cheshire,,Rylands Farm Guest House,Hotel/bed & breakfast/guest house,7842,10,,343877,5,,53.342947,L09A11ALTR/1,703,commercialservices@cheshireeast.gov.uk,Cheshire East,http://www.cheshireeast.gov.uk/,-2.268332,SK9 4LT,40113,fhrs_4_en-GB,4,,FHRS,5,"Rylands Farm Guest House, Altrincham Road, Wilmslow, Cheshire, SK9 4LT",WILMSLOW,APPROVED,GOOD,ALTRINCHAM ROAD,382908,100012790365,1,SK9 4LT,"RYLANDS FARM GUEST HOUSE, ALTRINCHAM ROAD, STYAL, WILMSLOW, SK9 4LT",STYAL,382035,RYLANDS FARM GUEST HOUSE,0.9,,-2.271290052,53.3427609,APPROVED,CHESHIRE EAST,1,,24100044,382908,1.00013E+11,1,SK9 4LT,WILMSLOW,0630L000105477,382035,"RYLANDS FARM GUEST HOUSE, ALTRINCHAM ROAD, WILMSLOW, CHESHIRE EAST, SK9 4LT",ALTRINCHAM ROAD,RYLANDS FARM GUEST HOUSE,EXACT,-2.271290052,53.3427609,,,,,
325718,4 Temple Street,Birmingham,,,San Carlo,Restaurant/Cafe/Canteen,1,5,,598442,5,,52.480225,PI/000152897,402,nick.lowe@birmingham.gov.uk,Birmingham,http://www.birmingham.gov.uk/environmental-health,-1.899419,B2 5BN,41424,fhrs_5_en-GB,5,,FHRS,5,"San Carlo, 4 Temple Street, Birmingham, B2 5BN",BIRMINGHAM,APPROVED,GOOD,TEMPLE STREET,286942,100071438173,1,B2 5BN,"SAN CARLOS RISTORANTE, 4, TEMPLE STREET, BIRMINGHAM, B2 5BN",,406934,SAN CARLOS RISTORANTE,0.8,,-1.899330891,52.48036016,APPROVED,BIRMINGHAM,1,,2702371,286942,1.00071E+11,1,B2 5BN,BIRMINGHAM,4605L000476729,406934,"4, TEMPLE STREET, BIRMINGHAM, B2 5BN",TEMPLE STREET,,EXACT,-1.899330891,52.48036016,4,4,,,
283178,,66 Raymend Road,Bedminster,Bristol,The Victoria Park,Pub/bar/nightclub,7843,0,,310460,0,,51.43831,103213,855,food.safety@bristol.gov.uk,Bristol,http://www.bristol.gov.uk,-2.589707,BS3 4QW,41310,fhrs_5_en-GB,5,,FHRS,5,"The Victoria Park, 66 Raymend Road, Bedminster, Bristol, BS3 4QW",BRISTOL,APPROVED,GOOD,RAYMEND ROAD,171195.48,172995,1,BS3 4QW,"THE VICTORIA PARK, 66, RAYMEND ROAD, BRISTOL, BS3 4QW",,359109.12,THE VICTORIA PARK,0.9,,-2.589678078,51.4382698,APPROVED,BRISTOL,0.7,,4531322,171195.48,247459,1,BS3 4QW,BRISTOL,0116L000022131,359109.12,"THE RAYMEND, RAYMEND ROAD, BEDMINSTER, BRISTOL, BS3 4QW",RAYMEND ROAD,THE RAYMEND,PARTIAL,-2.589678078,51.4382698,66,,BEDMINSTER,,
71855,Adams Building,Stoney Street,,Nottingham,Once Upon A Time Nursery,Hospitals/Childcare/Caring Premises,5,0,,216354,0,,52.952844,61873,899,food.enforcement@nottinghamcity.gov.uk,Nottingham City,http://www.nottinghamcity.gov.uk/foodsafety,-1.143871,NG1 1NG,41655,fhrs_5_en-GB,5,,FHRS,5,"Once Upon A Time Nursery, Adams Building, Stoney Street, Nottingham, NG1 1NG",NOTTINGHAM,APPROVED,GOOD,STONEY STREET,339840,10091819390,1,NG1 1NG,"CLARENDON CITY COLLEGE, ADAMS BUILDING, STONEY STREET, NOTTINGHAM, NG1 1NG",,457620,CLARENDON CITY COLLEGE,0.9,ADAMS BUILDING,-1.143812039,52.95285252,ALTERNATIVE,NOTTINGHAM CITY,0.9,,29001456,339840,2.00001E+11,1,NG1 1LH,NOTTINGHAM,3060L000123435,457620,"NEW COLLEGE NOTTINGHAM, ADAMS BUILDING, STONEY STREET, NOTTINGHAM, NOTTINGHAM CITY, NG1 1LH",STONEY STREET,ADAMS BUILDING,GOOD,-1.143812039,52.95285252,,,,,NEW COLLEGE NOTTINGHAM
393824,,,,,Ray's Sweet Memory Lane,Retailers - other,4613,0,,720348,0,,,39945,425,healthprotection@sheffield.gov.uk,Sheffield,https://www.sheffield.gov.uk/environment/environmental-health.html,,,41968,fhrs_5_en-GB,5,,FHRS,0,Ray's Sweet Memory Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281119,,2 Doncaster Road,Southmead,Bristol,Kingfisher Fish & Chips,Takeaway/sandwich shop,7844,10,,310810,5,,51.497855,107920,855,food.safety@bristol.gov.uk,Bristol,http://www.bristol.gov.uk,-2.597995,BS10 5PL,40865,fhrs_3_en-GB,3,,FHRS,10,"Kingfisher Fish & Chips, 2 Doncaster Road, Southmead, Bristol, BS10 5PL",BRISTOL,APPROVED,GOOD,LYDNEY ROAD,177858,13419,1,BS10 5JZ,"2, LYDNEY ROAD, SOUTHMEAD, BRISTOL, BS10 5JZ",SOUTHMEAD,358562,,0.9,,-2.598332263,51.49813279,APPROVED,BRISTOL,0.9,,4539733,177811,13848,1,BS10 5PL,BRISTOL,0116L000164713,358599,"2, DONCASTER ROAD, SOUTHMEAD, BRISTOL, BS10 5PL",DONCASTER ROAD,,GOOD,-2.597793756,51.49771293,2,2,SOUTHMEAD,,
403476,,,351 Ormeau Road,Belfast,Kings,Takeaway/sandwich shop,7844,10,,60189,5,,54.578916,131541,807,envhealth@belfastcity.gov.uk,Belfast,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,-5.919805,BT7 3GL,41704,fhrs_4_en-GB,4,,FHRS,5,"Kings, 351 Ormeau Road, Belfast, BT7 3GL",BELFAST,,PARTIAL,ORMEAU ROAD,0,,0,BT7 3GL,"JUST COD IN, 351, ORMEAU ROAD, BELFAST, BT7 3GL",,0,JUST COD IN,0.7,,-7.557159842,49.76680723,,,,,,,,,,,,,,,,,,,351,,,,
464281,,113 Penarth Road,Grangetown,Cardiff,Man Fung Store,Retailers - other,4613,0,,719346,10,,51.471695,56908,556,foodteam@cardiff.gov.uk,Cardiff,http://www.cardiff.gov.uk/foodsafety,-3.183176,CF11 6JT,41954,fhrs_4_en-GB,4,,FHRS,0,"Man Fung Store, 113 Penarth Road, Grangetown, Cardiff, CF11 6JT",CAERDYDD,APPROVED,GOOD,PENARTH ROAD,175372,10002512570,1,CF11 6JT,"MAN FUNG, 113, PENARTH ROAD, CAERDYDD, CF11 6JT",,317893,MAN FUNG,0.8,,-3.183514448,51.47133241,APPROVED,CARDIFF,0.9,,5804621,175372,1.00101E+11,1,CF11 6JT,CARDIFF,6815L000767999,317893,"113, PENARTH ROAD, GRANGETOWN, CARDIFF, CF11 6JT",PENARTH ROAD,,GOOD,-3.183514448,51.47133241,113,113,GRANGETOWN,,
256094,18 Market Place,,WALLINGFORD,Oxon,K P Stationers,Retailers - other,4613,5,,271941,5,,51.599948,AD:24586,270,env.health@southandvale.gov.uk,South Oxfordshire,https://www.southoxon.gov.uk,-1.125159,OX10 0AD,40842,fhrs_5_en-GB,5,,FHRS,5,"K P Stationers, 18 Market Place, WALLINGFORD, Oxon, OX10 0AD",WALLINGFORD,APPROVED,GOOD,MARKET PLACE,189394.69,10033012062,1,OX10 0AD,"K P STATIONERS, 18, MARKET PLACE, WALLINGFORD, OX10 0AD",,460686.12,K P STATIONERS,0.9,,-1.125213001,51.60013365,APPROVED,OXFORDSHIRE,1,,36201001,189394.69,10033012062,1,OX10 0AD,WALLINGFORD,3115L000061775,460686.12,"K P STATIONERS, 18, MARKET PLACE, WALLINGFORD, OXFORDSHIRE, OX10 0AD",MARKET PLACE,,EXACT,-1.125213001,51.60013365,18,18,,K P STATIONERS,
61257,Eastfield Hall,7 Stanley Road,Leicester,,Eastfield Care Home,Hospitals/Childcare/Caring Premises,5,10,,688710,10,,52.622576,13/00620/CP,878,food@leicester.gov.uk,Leicester City,http://www.leicester.gov.uk/food,-1.111728,LE2 1RF,41836,fhrs_3_en-GB,3,,FHRS,10,"Eastfield Care Home, Eastfield Hall, 7 Stanley Road, Leicester, LE2 1RF",LEICESTER,APPROVED,GOOD,STANLEY ROAD,303190,2465097104,1,LE2 1RF,"EASTFIELD HALL OF RESIDENCE, 7, STANLEY ROAD, LEICESTER, LE2 1RF",,460231,EASTFIELD HALL OF RESIDENCE,0.9,,-1.11168733,52.62314152,APPROVED,LEICESTER CITY,0.9,,23102852,303190,2465097104,1,LE2 1RF,LEICESTER,2465L000070472,460231,"EASTFIELD HALL, 7, STANLEY ROAD, LEICESTER, LEICESTER CITY, LE2 1RF",STANLEY ROAD,EASTFIELD HALL,GOOD,-1.11168733,52.62314152,7,7,,,
91944,1585 London Road London SW16 4AA,,,,Hap Lee,Restaurant/Cafe/Canteen,1,5,,190033,10,,51.41299,02672/1585/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,-0.124607,SW16 4AA,40855,fhrs_3_en-GB,3,,FHRS,10,"Hap Lee, 1585 London Road London SW16 4AA, SW16 4AA",LONDON,APPROVED,GOOD,LONDON ROAD,169887,10090925833,2,SW16 4AA,"HAP LEE CHINESE RESTAURANT, 1585, LONDON ROAD, LONDON, SW16 4AA",,530525,HAP LEE CHINESE RESTAURANT,0.8,,-0.124523266,51.41298747,APPROVED,CROYDON,0.9,,20502653,169887,10090925833,2,SW16 4AA,LONDON,5240L000184341,530525,"1585, LONDON ROAD, NORBURY, LONDON, CROYDON, SW16 4AA",LONDON ROAD,,GOOD,-0.124523266,51.41298747,1585,1585,NORBURY,,
